"A-6"|Yes|"65378364"|"106762141"
"A-4"|No |"65378101"|"106761755"
"A-6"|Yes|"65378101"|"106761756"
"A-2"|No |"65378321"|"106762075"
"A-4"|No |"65378321"|"106762076"
"A-6"|Yes|"65378321"|"106762077"
"A-4"|Yes|"65378114"|"106761774"
"A-4"|No |"65378333"|"106762092"
"A-6"|Yes|"65378333"|"106762093"
"A-4"|Yes|"65378260"|"106761966"
"A-4"|No |"65378249"|"106761950"
"A-6"|Yes|"65378249"|"106761951"
"A-2"|Yes|"65378010"|"106761605"
"A-4"|No |"65378010"|"106761606"
"A-6"|Yes|"65378195"|"106761877"
"A-7"|Yes|"65378079"|"106761725"
"A-4"|No |"65378237"|"106761932"
"A-6"|Yes|"65378237"|"106761933"
"A-4"|No |"65378353"|"106762122"
"A-6"|Yes|"65378353"|"106762123"
