|"502944"|"520295"|"30001669"
826|"502945"|"520295"|"30001760"
826|"502950"|"520295"|"30001928"
826|"502951"|"520295"|"30002040"
404|"502942"|"520296"|"30001446"
|"502943"|"520296"|"30001558"
|"502944"|"520296"|"30001670"
404|"502945"|"520296"|"30001761"
404|"502950"|"520296"|"30001929"
404|"502951"|"520296"|"30002041"
161|"502942"|"520297"|"30001447"
65|"502943"|"520297"|"30001559"
121|"502944"|"520297"|"30001671"
347|"502945"|"520297"|"30001762"
161|"502950"|"520297"|"30001930"
161|"502951"|"520297"|"30002042"
233|"502942"|"520298"|"30001448"
112|"502943"|"520298"|"30001560"
474|"502944"|"520298"|"30001672"
819|"502945"|"520298"|"30001763"
233|"502950"|"520298"|"30001931"
233|"502951"|"520298"|"30002043"
1156|"502942"|"520300"|"30001449"
|"502943"|"520300"|"30001561"
|"502944"|"520300"|"30001673"
1156|"502945"|"520300"|"30001764"
1156|"502950"|"520300"|"30001932"
1156|"502951"|"520300"|"30002044"
565|"502942"|"520301"|"30001450"
|"502943"|"520301"|"30001562"
|"502944"|"520301"|"30001674"
565|"502945"|"520301"|"30001765"
565|"502950"|"520301"|"30001933"
565|"502951"|"520301"|"30002045"
561|"502942"|"520302"|"30001451"
|"502943"|"520302"|"30001563"
|"502944"|"520302"|"30001675"
561|"502945"|"520302"|"30001766"
561|"502950"|"520302"|"30001934"
561|"502951"|"520302"|"30002046"
213|"502942"|"520303"|"30001452"
|"502943"|"520303"|"30001564"
|"502944"|"520303"|"30001676"
213|"502945"|"520303"|"30001767"
213|"502950"|"520303"|"30001935"
213|"502951"|"520303"|"30002047"
311|"502942"|"520304"|"30001453"
23|"502943"|"520304"|"30001565"
112|"502944"|"520304"|"30001677"
446|"502945"|"520304"|"30001768"
311|"502950"|"520304"|"30001936"
311|"502951"|"520304"|"30002048"
428|"502942"|"520305"|"30001454"
763|"502943"|"520305"|"30001566"
1060|"502944"|"520305"|"30001678"
2251|"502945"|"520305"|"30001769"
428|"502950"|"520305"|"30001937"
428|"502951"|"520305"|"30002049"
116|"502942"|"520306"|"30001455"
0|"502943"|"520306"|"30001567"
140|"502944"|"520306"|"30001679"
256|"502945"|"520306"|"30001770"
116|"502950"|"520306"|"30001938"
116|"502951"|"520306"|"30002050"
745|"502942"|"520307"|"30001456"
22|"502943"|"520307"|"30001568"
81|"502944"|"520307"|"30001680"
848|"502945"|"520307"|"30001771"
|"502949"|"520307"|"30001855"
745|"502950"|"520307"|"30001939"
745|"502951"|"520307"|"30002051"
837|"502942"|"520311"|"30001457"
124|"502943"|"520311"|"30001569"
63|"502944"|"520311"|"30001681"
1024|"502945"|"520311"|"30001772"
|"502949"|"520311"|"30001856"
837|"502950"|"520311"|"30001940"
837|"502951"|"520311"|"30002052"
16|"502942"|"520316"|"30001458"
758|"502943"|"520316"|"30001570"
1090|"502944"|"520316"|"30001682"
1864|"502945"|"520316"|"30001773"
16|"502950"|"520316"|"30001941"
16|"502951"|"520316"|"30002053"
213|"502942"|"520327"|"30001466"
222|"502943"|"520327"|"30001578"
12|"502944"|"520327"|"30001690"
447|"502945"|"520327"|"30001777"
213|"502950"|"520327"|"30001949"
213|"502951"|"520327"|"30002061"
900|"502942"|"520330"|"30001467"
65|"502943"|"520330"|"30001579"
5|"502944"|"520330"|"30001691"
970|"502945"|"520330"|"30001778"
900|"502950"|"520330"|"30001950"
900|"502951"|"520330"|"30002062"
2821|"502942"|"520331"|"30001468"
253|"502943"|"520331"|"30001580"
220|"502944"|"520331"|"30001692"
3294|"502945"|"520331"|"30001779"
2821|"502950"|"520331"|"30001951"
2821|"502951"|"520331"|"30002063"
1135|"502942"|"520332"|"30001469"
71|"502943"|"520332"|"30001581"
340|"502944"|"520332"|"30001693"
1546|"502945"|"520332"|"30001780"
1135|"502950"|"520332"|"30001952"
1135|"502951"|"520332"|"30002064"
1467|"502942"|"520334"|"30001470"
|"502943"|"520334"|"30001582"
|"502944"|"520334"|"30001694"
1467|"502945"|"520334"|"30001781"
1467|"502950"|"520334"|"30001953"
1467|"502951"|"520334"|"30002065"
1600|"502942"|"520340"|"30001473"
4|"502943"|"520340"|"30001585"
38|"502944"|"520340"|"30001697"
1642|"502945"|"520340"|"30001784"
1600|"502950"|"520340"|"30001956"
1600|"502951"|"520340"|"30002068"
347|"502942"|"520343"|"30001474"
85|"502943"|"520343"|"30001586"
107|"502944"|"520343"|"30001698"
539|"502945"|"520343"|"30001785"
347|"502950"|"520343"|"30001957"
347|"502951"|"520343"|"30002069"
2837|"502942"|"520344"|"30001475"
3150|"502943"|"520344"|"30001587"
116|"502944"|"520344"|"30001699"
6103|"502945"|"520344"|"30001786"
2837|"502950"|"520344"|"30001958"
2837|"502951"|"520344"|"30002070"
418|"502942"|"520349"|"30001476"
2690|"502943"|"520349"|"30001588"
368|"502944"|"520349"|"30001700"
3476|"502945"|"520349"|"30001787"
418|"502950"|"520349"|"30001959"
418|"502951"|"520349"|"30002071"
276|"502942"|"520352"|"30001477"
|"502943"|"520352"|"30001589"
|"502944"|"520352"|"30001701"
276|"502945"|"520352"|"30001788"
276|"502950"|"520352"|"30001960"
276|"502951"|"520352"|"30002072"
11169|"502942"|"520353"|"30001478"
0|"502943"|"520353"|"30001590"
316|"502944"|"520353"|"30001702"
11485|"502945"|"520353"|"30001789"
11169|"502950"|"520353"|"30001961"
11169|"502951"|"520353"|"30002073"
13470|"502942"|"520356"|"30001479"
|"502943"|"520356"|"30001591"
|"502944"|"520356"|"30001703"
13470|"502945"|"520356"|"30001790"
13470|"502950"|"520356"|"30001962"
13470|"502951"|"520356"|"30002074"
123|"502942"|"520358"|"30001481"
27|"502943"|"520358"|"30001593"
3|"502944"|"520358"|"30001705"
153|"502945"|"520358"|"30001792"
123|"502950"|"520358"|"30001964"
123|"502951"|"520358"|"30002076"
179|"502942"|"520361"|"30001482"
544|"502943"|"520361"|"30001594"
902|"502944"|"520361"|"30001706"
1625|"502945"|"520361"|"30001793"
179|"502950"|"520361"|"30001965"
179|"502951"|"520361"|"30002077"
229|"502942"|"520362"|"30001483"
|"502943"|"520362"|"30001595"
|"502944"|"520362"|"30001707"
229|"502945"|"520362"|"30001794"
229|"502950"|"520362"|"30001966"
229|"502951"|"520362"|"30002078"
602|"502942"|"520367"|"30001484"
930|"502943"|"520367"|"30001596"
171|"502944"|"520367"|"30001708"
1703|"502945"|"520367"|"30001795"
|"502949"|"520367"|"30001859"
602|"502950"|"520367"|"30001967"
602|"502951"|"520367"|"30002079"
985|"502942"|"520368"|"30001485"
2065|"502943"|"520368"|"30001597"
523|"502944"|"520368"|"30001709"
3573|"502945"|"520368"|"30001796"
|"502949"|"520368"|"30001860"
985|"502950"|"520368"|"30001968"
985|"502951"|"520368"|"30002080"
6209|"502942"|"520369"|"30001486"
1600|"502943"|"520369"|"30001598"
970|"502944"|"520369"|"30001710"
8779|"502945"|"520369"|"30001797"
|"502949"|"520369"|"30001861"
6209|"502950"|"520369"|"30001969"
6209|"502951"|"520369"|"30002081"
955|"502942"|"520385"|"30001487"
3985|"502943"|"520385"|"30001599"
166|"502944"|"520385"|"30001711"
5106|"502945"|"520385"|"30001798"
955|"502950"|"520385"|"30001970"
955|"502951"|"520385"|"30002082"
887|"502942"|"520386"|"30001488"
1915|"502943"|"520386"|"30001600"
89|"502944"|"520386"|"30001712"
2891|"502945"|"520386"|"30001799"
887|"502950"|"520386"|"30001971"
887|"502951"|"520386"|"30002083"
900|"502942"|"520414"|"30001490"
201|"502943"|"520414"|"30001602"
217|"502944"|"520414"|"30001714"
1318|"502945"|"520414"|"30001801"
|"502949"|"520414"|"30001862"
900|"502950"|"520414"|"30001973"
900|"502951"|"520414"|"30002085"
381|"502942"|"520430"|"30001491"
20|"502943"|"520430"|"30001603"
15|"502944"|"520430"|"30001715"
416|"502945"|"520430"|"30001802"
|"502949"|"520430"|"30001863"
381|"502950"|"520430"|"30001974"
381|"502951"|"520430"|"30002086"
302|"502942"|"520432"|"30001493"
92|"502943"|"520432"|"30001605"
57|"502944"|"520432"|"30001717"
451|"502945"|"520432"|"30001804"
|"502949"|"520432"|"30001864"
302|"502950"|"520432"|"30001976"
302|"502951"|"520432"|"30002088"
