"Clay"||"131710866"|"133972525"
|"Bedrock"|"131710544"|"133972203"
"Silt loam"||"131710895"|"133972554"
"Loam"||"131711177"|"133972839"
||"131711063"|"133972722"
"Silt loam"||"131711063"|"133972723"
"Clay loam"||"131710947"|"133972606"
"Silt loam"||"131711166"|"133972828"
"Silt loam"||"131710873"|"133972532"
"Clay"||"131711140"|"133972802"
"Silt loam"||"131710770"|"133972429"
"Loam"||"131710843"|"133972502"
"Sandy loam"||"131710364"|"133972023"
"Loam"||"131710960"|"133972619"
|"Bedrock"|"131710551"|"133972210"
"Silt loam"||"131711118"|"133972780"
"Silt loam"||"131710559"|"133972218"
"Silty clay loam"||"131711165"|"133972827"
"Loam"||"131710886"|"133972545"
"Silt loam"||"131710877"|"133972536"
"Silt loam"||"131711092"|"133972753"
"Silt loam"||"131710801"|"133972460"
"Silt loam"||"131711187"|"133972849"
"Clay"||"131710485"|"133972144"
"Silt loam"||"131711081"|"133972742"
"Clay loam"||"131711139"|"133972801"
"Clay"||"131710864"|"133972523"
"Silty clay loam"||"131711151"|"133972813"
"Sandy loam"||"131711155"|"133972817"
"Silty clay loam"||"131710812"|"133972471"
"Loam"||"131710570"|"133972229"
"Silt loam"||"131710577"|"133972236"
"Sandy loam"||"131710374"|"133972033"
"Loam"||"131711065"|"133972725"
"Silty clay loam"||"131710833"|"133972492"
"Silty clay loam"||"131710875"|"133972534"
|"Bedrock"|"131710614"|"133972273"
"Clay loam"||"131711192"|"133972854"
"Silty clay"||"131710760"|"133972419"
"Silty clay loam"||"131711125"|"133972787"
"Silt loam"||"131710759"|"133972418"
"Clay"||"131710768"|"133972427"
"Silty clay loam"||"131710854"|"133972513"
"Silt loam"||"131711173"|"133972835"
"Sandy loam"||"131710378"|"133972037"
"Silty clay loam"||"131710574"|"133972233"
"Loam"||"131710948"|"133972607"
"Clay"||"131710548"|"133972207"
"Clay"||"131710621"|"133972280"
"Loam"||"131711195"|"133972857"
"Silt loam"||"131710573"|"133972232"
|"Bedrock"|"131710917"|"133972576"
"Silt loam"||"131711154"|"133972816"
"Loam"||"131710938"|"133972597"
"Silty clay loam"||"131710599"|"133972258"
|"Bedrock"|"131710367"|"133972026"
"Silt loam"||"131710896"|"133972555"
"Silty clay"||"131710595"|"133972254"
"Silty clay"||"131710814"|"133972473"
"Clay"||"131710500"|"133972159"
"Silty clay"||"131710781"|"133972440"
"Silt loam"||"131711073"|"133972733"
"Silty clay"||"131710474"|"133972133"
"Sandy loam"||"131711162"|"133972824"
"Fine sandy loam"||"131710526"|"133972185"
"Clay"||"131710562"|"133972221"
"Clay loam"||"131710521"|"133972180"
"Sand"||"131711110"|"133972772"
"Clay"||"131711136"|"133972798"
"Clay"||"131710478"|"133972137"
"Silt loam"||"131710927"|"133972586"
"Clay loam"||"131710842"|"133972501"
|"Bedrock"|"131710779"|"133972438"
"Silt loam"||"131711147"|"133972809"
"Silt loam"||"131710563"|"133972222"
"Clay loam"||"131710600"|"133972259"
"Silty clay loam"||"131710916"|"133972575"
"Silt loam"||"131710959"|"133972618"
"Silty clay loam"||"131711199"|"133972861"
"Clay"||"131710761"|"133972420"
"Silty clay"||"131711043"|"133972702"
"Clay"||"131710610"|"133972269"
"Sandy loam"||"131711169"|"133972831"
"Silt loam"||"131711180"|"133972842"
"Silt loam"||"131710907"|"133972566"
"Silty clay loam"||"131710928"|"133972587"
"Loam"||"131711088"|"133972749"
|"Bedrock"|"131710558"|"133972217"
"Loam"||"131710584"|"133972243"
"Silty clay loam"||"131710489"|"133972148"
"Clay loam"||"131710803"|"133972462"
"Loam"||"131710949"|"133972608"
"Silty clay"||"131710547"|"133972206"
"Silty clay loam"||"131710552"|"133972211"
"Silty clay loam"||"131711191"|"133972853"
"Loam"||"131710334"|"133971993"
"Silt loam"||"131710906"|"133972565"
